Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount ,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
763,63,Male,T-shirt,Clothing,98,Idaho,M,Purple,Winter,5,No,Standard,Yes,9,Venmo,Bi-Weekly
764,22,Female,Sunglasses,Accessories,66,Kentucky,M,Blue,Winter,2.9,No,Next Day Air,No,3,PayPal,Quarterly
765,64,Male,Coat,Outerwear,57,Idaho,M,Violet,Summer,3.7,No,Store Pickup,No,48,Credit Card,Every 3 Months
766,20,Male,T-shirt,Clothing,36,Vermont,S,Pink,Spring,4.9,No,2-Day Shipping,No,31,Bank Transfer,Weekly
767,29,Male,Socks,Clothing,51,Minnesota,M,Black,Summer,4.5,No,Store Pickup,Yes,3,Credit Card,Bi-Weekly
768,28,Female,Boots,Footwear,98,Michigan,M,Magenta,Summer,4.1,No,Standard,No,44,PayPal,Bi-Weekly
769,30,Female,Coat,Outerwear,97,Nebraska,M,Silver,Summer,2.8,No,Express,No,28,Cash,Fortnightly
770,42,Male,Socks,Clothing,78,Arizona,XL,Black,Fall,4,Yes,2-Day Shipping,Yes,43,Credit Card,Annually
771,34,Male,Dress,Clothing,60,Florida,L,Yellow,Spring,4.2,Yes,Next Day Air,Yes,23,Debit Card,Every 3 Months
772,52,Male,Backpack,Accessories,89,Nevada,M,Indigo,Summer,3.1,Yes,Free Shipping,Yes,18,Credit Card,Weekly
773,48,Female,Blouse,Clothing,37,Kansas,M,Brown,Spring,4.5,No,Standard,No,35,Cash,Monthly
774,27,Male,Blouse,Clothing,37,Illinois,L,Yellow,Spring,4.9,No,Store Pickup,Yes,19,Bank Transfer,Bi-Weekly
775,34,Male,Headphones,Accessories,0,Phoenix,L,Green,Autumn,3,Yes,Standard,No,,Credit Card,Weekly
776,40,Male,Belt,Accessories,72,Idaho,M,Peach,Fall,4.4,No,Next Day Air,Yes,5,Debit Card,Every 3 Months
777,20,Other,Headphones,Electronics,194,Chicago,,Blue,Winter,,No,Express,Yes,,Credit Card,Monthly
778,23,Other,Shoes,Accessories,0,Los Angeles,S,Blue,Summer,1,Yes,Express,No,40,PayPal,Quarterly
779,63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,41,PayPal,Bi-Weekly
780,65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,46,Credit Card,Every 3 Months
781,19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,15,Venmo,Monthly
782,61,Female,Sandals,Footwear,83,Indiana,M,Magenta,Fall,3.8,No,Store Pickup,No,31,Venmo,Quarterly
783,57,Female,Shoes,Footwear,33,New York,S,Maroon,Winter,3.7,No,Standard,No,28,Credit Card,Annually
784,27,Male,Shirt,Clothing,54,Arkansas,S,Black,Summer,2.7,No,Free Shipping,Yes,10,Bank Transfer,Quarterly
785,22,Male,Handbag,Accessories,82,Washington,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,10,PayPal,Quarterly
786,33,Female,Sweater,Clothing,90,Virginia,S,Violet,Summer,4.4,No,Standard,No,33,Debit Card,Annually
787,63,Male,Hoodie,Clothing,56,Maryland,L,Charcoal,Fall,3.7,No,Express,Yes,18,Debit Card,Annually
788,24,Male,Blouse,Clothing,35,Alabama,L,Green,Winter,3.3,No,2-Day Shipping,No,40,PayPal,Quarterly
789,36,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,46,Venmo,Monthly
790,34,Female,Shirt,Clothing,44,Arkansas,L,Lavender,Summer,2.9,No,Next Day Air,No,28,Bank Transfer,Every 3 Months
791,54,Female,Hat,Accessories,62,West Virginia,M,Lavender,Spring,3.1,No,2-Day Shipping,No,45,PayPal,Quarterly
792,29,Female,Watch,Clothing,0,New York,M,Green,Spring,4,No,Express,No,3,Cash,Monthly
793,24,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,2.8,No,Store Pickup,No,10,Venmo,Every 3 Months
794,54,Male,Handbag,Accessories,94,North Carolina,M,Gray,Fall,4.4,Yes,Free Shipping,Yes,41,PayPal,Every 3 Months
795,62,Male,Shoes,Footwear,88,North Dakota,L,Charcoal,Summer,3,Yes,Free Shipping,Yes,7,Venmo,Every 3 Months
796,27,Female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Store Pickup,No,13,Cash,Quarterly
797,25,Female,Sneakers,Footwear,60,South Dakota,M,Cyan,Fall,2.9,No,Free Shipping,No,30,Debit Card,Annually
798,39,Other,Watch,Electronics,119,New York,,White,Summer,,Yes,Express,No,28,Cash,Monthly
799,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,4,Credit Card,Bi-Weekly
800,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,18,Debit Card,Quarterly
801,51,Other,Laptop,Accessories,0,Phoenix,L,Blue,Autumn,,No,Express,No,14,PayPal,Weekly
802,35,Female,Pants,Clothing,95,North Dakota,L,Blue,Fall,2.6,No,Free Shipping,No,24,Cash,Fortnightly
803,51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,5,Debit Card,Every 3 Months
804,36,Male,T-shirt,Clothing,31,North Dakota,L,Indigo,Summer,4.3,No,2-Day Shipping,Yes,25,Debit Card,Weekly
805,22,Male,Jacket,Outerwear,34,North Carolina,M,Beige,Winter,2.5,No,Standard,Yes,25,Debit Card,Monthly
806,40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Store Pickup,Yes,4,Credit Card,Quarterly
807,65,Other,Headphones,Clothing,0,Chicago,S,Black,Summer,2,Yes,Express,No,,Cash,Weekly
808,57,Female,Sunglasses,Accessories,64,Pennsylvania,M,Turquoise,Summer,4.4,No,Next Day Air,No,44,Cash,Annually
809,69,Male,Jewelry,Accessories,29,Louisiana,M,Blue,Fall,4.6,No,Free Shipping,No,48,Cash,Monthly
810,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,Standard,Yes,11,Debit Card,Weekly
811,63,Male,Shoes,Footwear,48,New Jersey,M,Gold,Summer,2.9,No,Store Pickup,Yes,29,Venmo,Every 3 Months
812,62,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,3.4,No,Standard,No,13,Venmo,Fortnightly
813,46,Female,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,4,No,Store Pickup,No,32,Debit Card,Fortnightly
814,22,Female,Coat,Outerwear,100,Hawaii,L,Red,Fall,3.1,No,Store Pickup,No,42,Credit Card,Fortnightly
815,41,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4,No,Next Day Air,No,41,Venmo,Fortnightly
816,70,Male,Socks,Clothing,76,Indiana,S,Silver,Summer,3.9,No,2-Day Shipping,Yes,2,Cash,Monthly
817,65,Male,Hat,Accessories,89,Indiana,XL,Orange,Spring,4.5,No,Next Day Air,Yes,37,Credit Card,Bi-Weekly
818,66,Male,Shirt,Clothing,26,Missouri,L,Silver,Fall,3.6,No,Next Day Air,No,40,Bank Transfer,Quarterly
819,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Next Day Air,No,21,Debit Card,Quarterly
820,37,Female,Hoodie,Clothing,80,Delaware,L,Indigo,Winter,2.7,No,Free Shipping,No,18,PayPal,Monthly
821,26,Male,Pants,Clothing,56,Tennessee,L,White,Summer,3,No,2-Day Shipping,Yes,24,Debit Card,Monthly
822,34,Male,Phone,Electronics,0,Phoenix,,Black,Spring,1,No,Express,No,,Cash,Monthly
823,59,Female,Sunglasses,Accessories,61,New Jersey,L,Gold,Summer,3.6,No,Free Shipping,No,21,Venmo,Bi-Weekly
824,54,Male,Shoes,Clothing,1357,Phoenix,XL,Black,Winter,,Yes,Standard,No,,Debit Card,Quarterly
825,27,Male,Belt,Accessories,42,Maryland,M,Silver,Spring,3.5,Yes,Next Day Air,Yes,47,Credit Card,Quarterly
826,40,Male,Dress,Clothing,82,North Dakota,L,Magenta,Winter,3.7,No,Express,No,1,Cash,Weekly
827,23,Male,Coat,Outerwear,57,Arkansas,S,Lavender,Spring,3.5,No,Next Day Air,No,37,Venmo,Quarterly
828,33,Male,T-shirt,Clothing,47,Wyoming,M,Orange,Fall,3.5,Yes,Free Shipping,Yes,35,Credit Card,Monthly
829,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,21,Cash,Bi-Weekly
830,25,Male,Hat,Accessories,47,Virginia,M,Charcoal,Winter,3.1,No,2-Day Shipping,Yes,27,PayPal,Every 3 Months
831,69,Male,Handbag,Accessories,53,Washington,L,Teal,Winter,3.5,No,2-Day Shipping,No,42,Cash,Annually
832,29,Female,Shoes,Footwear,56,New York,L,Gray,Winter,4.9,No,2-Day Shipping,No,45,Cash,Weekly
833,26,Male,Socks,Clothing,30,Florida,L,Blue,Summer,2.9,No,Store Pickup,No,26,Bank Transfer,Bi-Weekly
834,32,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,3.2,No,Next Day Air,No,22,Bank Transfer,Monthly
835,37,Female,Socks,Clothing,25,Montana,L,Red,Fall,3.6,No,Free Shipping,No,16,Debit Card,Weekly
836,25,Male,Backpack,Accessories,94,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,Yes,3,Cash,Annually
837,47,Female,Dress,Clothing,24,Tennessee,L,Silver,Summer,5,No,Free Shipping,No,28,Cash,Bi-Weekly
838,66,Male,Phone,Accessories,0,New York,S,White,Spring,,No,Standard,Yes,36,Cash,Monthly
839,24,Male,Backpack,Accessories,30,South Dakota,M,Green,Spring,3.4,No,2-Day Shipping,No,24,Bank Transfer,Bi-Weekly
840,47,Male,Boots,Footwear,87,Ohio,XL,Gold,Spring,4.1,No,2-Day Shipping,Yes,34,Debit Card,Every 3 Months
841,19,Male,Shoes,Accessories,644,Chicago,L,Red,Autumn,1,No,Standard,No,,PayPal,Monthly
842,19,Male,T-shirt,Clothing,30,Vermont,L,Violet,Summer,3.7,No,Free Shipping,No,19,Cash,Every 3 Months
843,53,Female,Shoes,Accessories,0,Los Angeles,L,White,Winter,5,Yes,Express,No,,Cash,Monthly
844,42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,1,Cash,Annually
845,61,Male,Dress,Clothing,33,Mississippi,L,Orange,Winter,2.9,No,Store Pickup,No,43,Cash,Monthly
846,39,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,4.9,No,Free Shipping,No,19,PayPal,Weekly
847,69,Male,Bag,Clothing,611,New York,XL,Black,Summer,,No,Standard,No,46,PayPal,Weekly
848,47,Male,T-shirt,Clothing,83,Oregon,S,Gray,Spring,2.7,No,Standard,Yes,41,Cash,Weekly
849,41,Male,Bag,Accessories,0,Phoenix,M,Black,Summer,5,No,Standard,No,48,Cash,Quarterly
850,69,Female,Sweater,Clothing,100,Nevada,S,White,Winter,3.5,No,Store Pickup,No,14,Bank Transfer,Quarterly
851,44,Female,T-shirt,Clothing,48,Tennessee,M,Blue,Summer,3.1,No,Store Pickup,No,6,Venmo,Fortnightly
852,44,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,4.6,No,Express,No,49,Debit Card,Every 3 Months
853,69,Female,Jewelry,Accessories,93,Colorado,M,Olive,Summer,3.9,No,Standard,No,47,Venmo,Fortnightly
854,59,Male,Shirt,Clothing,87,Missouri,M,Violet,Spring,3.6,Yes,Express,Yes,25,PayPal,Weekly
855,63,Female,Hat,Accessories,51,New Hampshire,M,Pink,Winter,3.3,No,2-Day Shipping,No,21,Credit Card,Annually
856,35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,31,PayPal,Annually
857,59,Male,Dress,Clothing,38,Rhode Island,L,Red,Summer,4.4,No,Next Day Air,Yes,14,Credit Card,Every 3 Months
858,27,Male,Scarf,Accessories,67,Montana,L,Peach,Summer,,No,2-Day Shipping,Yes,41,Bank Transfer,Every 3 Months
859,62,Male,Handbag,Accessories,47,West Virginia,M,Charcoal,Summer,2.8,Yes,Express,Yes,48,PayPal,Weekly
860,34,Male,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,45,Venmo,Weekly
861,30,Male,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3,Yes,Store Pickup,Yes,12,Credit Card,Fortnightly
862,39,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,17,PayPal,Every 3 Months
863,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,4,Credit Card,Quarterly
864,69,Male,Dress,Clothing,58,Washington,M,Teal,Spring,2.7,No,2-Day Shipping,No,8,Cash,Annually
865,44,Female,Dress,Clothing,75,Illinois,L,Gray,Fall,4.2,No,Free Shipping,No,13,Credit Card,Bi-Weekly
866,68,Female,Socks,Clothing,91,Montana,M,Beige,Summer,2.7,No,2-Day Shipping,No,50,Debit Card,Bi-Weekly
867,43,Female,Boots,Footwear,41,Texas,M,Green,Summer,3,No,Free Shipping,No,21,Debit Card,Bi-Weekly
868,68,Male,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,36,Venmo,Quarterly
869,69,Male,Jewelry,Accessories,74,New Hampshire,M,Gray,Summer,2.6,No,Next Day Air,No,48,Debit Card,Quarterly
870,36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,35,Venmo,Every 3 Months
871,58,Female,Sweater,Clothing,43,Illinois,S,Maroon,Fall,3.6,No,Store Pickup,No,31,Venmo,Weekly
872,27,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,5,No,Standard,No,5,Debit Card,Bi-Weekly
873,45,Male,Jewelry,Accessories,23,Rhode Island,M,Brown,Winter,4.5,No,Next Day Air,Yes,6,PayPal,Weekly
874,44,Other,Bag,Electronics,897,New York,,Blue,Winter,4,Yes,Express,No,0,Debit Card,Monthly
875,26,Female,Jacket,Outerwear,20,Oklahoma,M,Indigo,Spring,3.7,No,Next Day Air,No,3,Venmo,Fortnightly
876,64,Male,Coat,Outerwear,36,Kentucky,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,48,Credit Card,Every 3 Months
877,28,Male,Jewelry,Accessories,91,California,M,Orange,Fall,3.8,No,Next Day Air,No,50,PayPal,Weekly
878,21,Male,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,No,Next Day Air,No,12,Cash,Monthly
879,24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3,No,Express,No,9,PayPal,Bi-Weekly
880,37,Male,Shoes,Clothing,0,Los Angeles,M,Green,Winter,,Yes,Standard,Yes,,Credit Card,Quarterly
881,61,Female,Headphones,Electronics,0,Houston,,Black,Winter,4,No,Standard,No,40,Credit Card,Monthly
882,64,Male,Blouse,Clothing,61,Michigan,M,Gray,Fall,4,No,2-Day Shipping,Yes,44,PayPal,Bi-Weekly
883,33,Male,Jacket,Outerwear,99,Michigan,L,Maroon,Fall,4.2,No,2-Day Shipping,No,4,Cash,Fortnightly
884,27,Male,Hoodie,Clothing,60,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,27,Cash,Monthly
885,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,22,PayPal,Monthly
886,37,Female,Watch,Clothing,283,Houston,XL,Blue,Winter,2,No,Standard,No,,Credit Card,Monthly
887,43,Female,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,No,Free Shipping,No,19,Cash,Monthly
888,48,Male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,15,PayPal,Every 3 Months
889,52,Female,Dress,Clothing,54,Tennessee,L,Beige,Spring,3.4,No,Next Day Air,No,35,Debit Card,Weekly
890,50,Male,Hat,Accessories,89,Alaska,L,Gray,Fall,3.9,No,2-Day Shipping,No,48,PayPal,Fortnightly
891,69,Female,Handbag,Accessories,62,North Carolina,M,Yellow,Winter,4.3,No,2-Day Shipping,No,28,Bank Transfer,Annually
892,58,Male,Handbag,Accessories,77,Nebraska,S,Silver,Summer,3.7,No,Standard,Yes,20,Bank Transfer,Every 3 Months
893,49,Female,Socks,Clothing,42,Maryland,S,Purple,Summer,4.6,No,Standard,No,43,Bank Transfer,Annually
894,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,34,PayPal,Annually
895,54,Female,Laptop,Electronics,861,Houston,,Black,Summer,,No,Express,Yes,16,Cash,Quarterly
896,70,Female,Headphones,Accessories,0,New York,M,White,Autumn,,Yes,Express,No,,PayPal,Quarterly
897,61,Female,Laptop,Clothing,1186,New York,XL,White,Spring,5,No,Express,No,27,Cash,Quarterly
898,58,Male,Pants,Clothing,68,California,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,23,Credit Card,Bi-Weekly
899,42,Male,T-shirt,Clothing,59,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,22,Bank Transfer,Quarterly
900,66,Male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,29,PayPal,Bi-Weekly
901,32,Female,Shirt,Electronics,0,Los Angeles,,Blue,Winter,,No,Express,Yes,,Credit Card,Quarterly
902,34,Male,Hat,Accessories,28,Wyoming,M,Violet,Spring,3.5,No,Express,Yes,42,Credit Card,Every 3 Months
903,19,Male,Dress,Clothing,98,South Dakota,S,Indigo,Fall,3.6,No,2-Day Shipping,No,4,Venmo,Every 3 Months
904,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,27,Debit Card,Weekly
905,65,Male,Jacket,Outerwear,23,Wisconsin,S,Maroon,Spring,4.4,No,2-Day Shipping,Yes,20,Credit Card,Weekly
906,39,Female,Jacket,Outerwear,43,Texas,M,Indigo,Fall,2.9,No,2-Day Shipping,No,17,Credit Card,Weekly
907,56,Other,Shoes,Electronics,0,New York,,Blue,Winter,,No,Express,Yes,11,Debit Card,Monthly
908,24,Female,Headphones,Clothing,220,New York,S,Red,Autumn,,Yes,Express,No,,Cash,Quarterly
909,19,Male,Belt,Accessories,94,California,M,Green,Winter,3.1,No,Free Shipping,No,11,Credit Card,Weekly
910,32,Male,Shorts,Clothing,84,California,M,Orange,Fall,3.7,Yes,Standard,Yes,6,Credit Card,Monthly
911,34,Male,Dress,Clothing,91,Georgia,M,Violet,Winter,3.6,No,Express,Yes,48,Credit Card,Weekly
912,20,Other,Laptop,Clothing,0,Phoenix,S,White,Winter,4,No,Standard,Yes,,Debit Card,Monthly
913,38,Female,Phone,Clothing,70,Houston,XL,Red,Spring,,No,Express,No,,Credit Card,Quarterly
914,59,Other,Shirt,Electronics,175,Phoenix,,White,Spring,,Yes,Standard,Yes,47,Cash,Quarterly
915,41,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Express,Yes,46,PayPal,Every 3 Months
916,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,11,Credit Card,Annually
917,40,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5,No,2-Day Shipping,Yes,18,Credit Card,Fortnightly
918,40,Male,Shoes,Accessories,0,Phoenix,L,Blue,Winter,3,No,Express,Yes,6,Cash,Monthly
919,40,Female,Shirt,Electronics,781,Los Angeles,,Blue,Autumn,,No,Standard,No,,PayPal,Weekly
920,42,Male,Coat,Outerwear,82,Maryland,M,Violet,Fall,4,Yes,2-Day Shipping,Yes,38,Debit Card,Weekly
921,69,Female,Pants,Clothing,32,Washington,M,Indigo,Spring,2.9,No,Free Shipping,No,32,Debit Card,Fortnightly
922,49,Male,Boots,Footwear,72,Kentucky,M,Pink,Spring,3.7,Yes,Express,Yes,42,Debit Card,Quarterly
923,58,Male,Sunglasses,Accessories,27,Vermont,M,Black,Summer,3.2,No,Store Pickup,Yes,47,Bank Transfer,Weekly
924,43,Male,Sunglasses,Accessories,88,Oregon,M,Peach,Winter,4.2,No,Next Day Air,No,11,Credit Card,Bi-Weekly
925,64,Female,Boots,Footwear,38,Kansas,XL,Purple,Winter,4.8,No,2-Day Shipping,No,27,Cash,Weekly
926,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,29,PayPal,Every 3 Months
927,35,Male,Jeans,Clothing,45,Indiana,S,Cyan,Summer,2.8,Yes,Store Pickup,Yes,10,PayPal,Weekly
928,60,Male,Sneakers,Footwear,97,New Hampshire,S,Gray,Summer,3.5,No,Free Shipping,No,33,Venmo,Fortnightly
929,43,Other,Bag,Clothing,490,Chicago,M,Red,Spring,2,No,Standard,Yes,32,Debit Card,Weekly
930,46,Female,Shirt,Clothing,79,Florida,M,Teal,Summer,2.5,No,2-Day Shipping,No,3,Credit Card,Bi-Weekly
931,42,Male,Phone,Clothing,1034,New York,L,Blue,Winter,1,No,Express,No,23,Debit Card,Monthly
932,63,Male,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,38,PayPal,Fortnightly
933,32,Male,Shirt,Clothing,230,New York,M,Black,Winter,,No,Standard,Yes,,Cash,Weekly
934,63,Female,Phone,Clothing,0,Los Angeles,S,Red,Spring,,Yes,Standard,No,,Cash,Monthly
935,29,Other,Headphones,Clothing,1070,Los Angeles,S,Red,Winter,1,Yes,Standard,No,,Credit Card,Quarterly
936,68,Female,Dress,Clothing,81,Maine,L,Yellow,Fall,4.9,No,2-Day Shipping,No,41,Venmo,Monthly
937,28,Male,Pants,Clothing,43,Kentucky,M,Green,Spring,2.8,No,Free Shipping,Yes,19,Cash,Monthly
938,51,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,Yes,Store Pickup,Yes,25,Cash,Weekly
939,23,Female,Jeans,Clothing,81,Arkansas,S,Charcoal,Fall,2.8,No,Store Pickup,No,48,Venmo,Every 3 Months
940,34,Female,T-shirt,Clothing,62,Michigan,M,Lavender,Fall,2.6,No,2-Day Shipping,No,36,Cash,Quarterly
941,35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,Store Pickup,Yes,11,Credit Card,Monthly
942,36,Female,Laptop,Accessories,0,New York,M,White,Winter,3,Yes,Express,Yes,,Credit Card,Quarterly
943,50,Male,Pants,Clothing,84,Ohio,M,Orange,Winter,4.9,Yes,2-Day Shipping,Yes,47,PayPal,Fortnightly
944,35,Male,Boots,Footwear,26,Maryland,L,Indigo,Summer,2.5,Yes,Next Day Air,Yes,21,Debit Card,Weekly
945,51,Male,Shoes,Footwear,72,New Mexico,L,White,Winter,4.5,No,2-Day Shipping,No,48,Credit Card,Every 3 Months
946,62,Male,Jacket,Outerwear,38,North Carolina,M,Maroon,Summer,4.5,No,Free Shipping,Yes,3,Venmo,Quarterly
947,38,Male,Shirt,Clothing,82,Oregon,M,Olive,Spring,3.7,No,2-Day Shipping,No,20,Venmo,Weekly
948,56,Male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,27,Debit Card,Monthly
949,18,Female,Backpack,Accessories,94,Pennsylvania,L,Blue,Spring,3.5,No,Store Pickup,No,10,Bank Transfer,Every 3 Months
950,68,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,4.7,No,Free Shipping,No,48,Venmo,Fortnightly
951,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,42,Venmo,Quarterly
952,44,Male,Sandals,Footwear,85,New Jersey,M,Silver,Summer,4.6,No,Standard,Yes,32,Venmo,Annually
953,42,Male,Sneakers,Footwear,72,Ohio,M,Silver,Summer,2.7,No,Store Pickup,Yes,48,Cash,Weekly
954,69,Other,Bag,Clothing,844,Houston,XL,Blue,Autumn,4,Yes,Standard,No,,Debit Card,Monthly
955,42,Male,Shirt,Clothing,54,Maine,M,Orange,Fall,5,No,Express,Yes,21,Debit Card,Weekly
956,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,13,Debit Card,Annually
957,18,Male,Shirt,Clothing,75,Alabama,M,Violet,Summer,4.1,No,2-Day Shipping,Yes,23,Venmo,Every 3 Months
958,64,Female,Dress,Clothing,82,Georgia,M,Gold,Summer,3.1,No,Free Shipping,No,1,Debit Card,Quarterly
959,49,Female,Phone,Accessories,0,Los Angeles,S,Black,Summer,,No,Express,Yes,36,Cash,Monthly
960,33,Male,Shoes,Footwear,65,Vermont,L,Maroon,Fall,4.2,Yes,Standard,Yes,6,PayPal,Fortnightly
961,48,Female,Belt,Accessories,52,Rhode Island,L,Cyan,Winter,3.4,No,Store Pickup,No,50,Debit Card,Weekly
962,50,Male,Jacket,Outerwear,30,Michigan,M,Maroon,Fall,3.9,No,2-Day Shipping,Yes,46,Cash,Quarterly
963,32,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,2.7,No,Express,No,9,PayPal,Fortnightly
964,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Free Shipping,No,3,Debit Card,Quarterly
965,55,Male,Boots,Footwear,36,Maine,M,Lavender,Fall,4,Yes,Free Shipping,Yes,44,Credit Card,Quarterly
966,22,Female,Shoes,Footwear,70,Iowa,XL,Cyan,Summer,4.4,No,Standard,No,28,PayPal,Bi-Weekly
967,32,Female,Backpack,Accessories,88,Nebraska,M,Pink,Fall,4.2,No,Standard,No,19,Cash,Weekly
968,57,Male,Dress,Clothing,81,Wyoming,M,Gold,Winter,4.7,No,Express,No,48,Credit Card,Monthly
969,56,Female,Boots,Footwear,28,West Virginia,M,Maroon,Spring,2.9,No,Standard,No,13,Cash,Annually
970,38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Yes,Next Day Air,Yes,6,PayPal,Annually
971,57,Female,Socks,Clothing,58,Georgia,M,White,Summer,4.2,No,Standard,No,16,Bank Transfer,Weekly
972,37,Male,Sweater,Clothing,68,Georgia,L,Green,Fall,3.3,No,Express,No,16,Debit Card,Every 3 Months
973,18,Other,Bag,Electronics,0,Houston,,Red,Spring,,Yes,Standard,No,6,Debit Card,Weekly
974,36,Female,Pants,Clothing,99,Arkansas,S,Gold,Spring,2.9,No,Express,No,45,Cash,Quarterly
975,23,Female,Gloves,Accessories,32,Wisconsin,M,Teal,Winter,4.1,No,Store Pickup,No,37,Bank Transfer,Annually
976,27,Male,Jeans,Clothing,71,Texas,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,12,Cash,Every 3 Months
977,49,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3,No,Store Pickup,No,38,Bank Transfer,Every 3 Months
978,64,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,14,Debit Card,Bi-Weekly
979,51,Female,Gloves,Accessories,87,Arizona,L,Green,Summer,3.6,No,Standard,No,31,Venmo,Annually
980,46,Other,Laptop,Clothing,582,Los Angeles,S,Black,Summer,,No,Standard,Yes,,PayPal,Quarterly
981,26,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,4.2,No,Next Day Air,No,34,Debit Card,Fortnightly
982,69,Male,Shorts,Clothing,63,Wisconsin,M,Violet,Fall,4.3,No,Express,Yes,20,Credit Card,Every 3 Months
983,57,Female,Jewelry,Accessories,51,California,M,Peach,Summer,3.4,No,Standard,No,4,Cash,Every 3 Months
